time;V(v_ov);V(vpow_dc);
8.59367;3.67141;25.7428;
8.60367;3.67204;25.7777;
8.61367;3.67265;25.8127;
8.62367;3.67325;25.8476;
8.63367;3.67382;25.8825;
8.64367;3.67437;25.9175;
8.65367;3.67489;25.9524;
8.66367;3.67539;25.9873;
8.67367;3.67585;26.0223;
8.68367;3.67627;26.0572;
8.69367;3.67665;26.0922;
8.70367;3.67699;26.1271;
8.71367;3.67728;26.162;
8.72367;3.67751;26.197;
8.73367;3.67767;26.2319;
8.74367;3.67777;26.2668;
8.75367;3.67779;26.3018;
8.76367;3.67771;26.3367;
8.77367;3.67754;26.3716;
8.78367;3.67726;26.4066;
8.79367;3.67685;26.4415;
8.80367;3.67629;26.4764;
8.81367;3.67557;26.5114;
8.82367;3.67465;26.5463;
8.83367;3.67352;26.5812;
8.84367;3.67213;26.6162;
8.85367;3.67044;26.6511;
8.86367;3.66839;26.6861;
8.87367;3.66592;26.721;
8.88367;3.66294;26.7559;
8.89367;3.65932;26.7909;
8.90367;3.65491;26.8258;
8.91367;3.64949;26.8607;
8.92367;3.64272;26.8957;
8.93367;3.63412;26.9306;
8.94367;3.62288;26.9656;
8.95367;3.60759;27.0005;
8.96367;3.58588;27.0354;
8.97367;3.57129;27.0704;
8.98161;3.5711;27.0981;
8.98911;3.56972;27.1243;
8.99668;3.56724;27.1508;
9.00173;3.56629;27.1684;
9.0061;3.5651;27.1836;
9.00991;3.56444;27.197;
9.0138;3.56331;27.2105;
9.0176;3.56241;27.2238;
9.02238;3.56107;27.2405;
9.03078;3.55851;27.2698;
9.04078;3.55494;27.3047;
9.05078;3.55072;27.3396;
9.06078;3.5454;27.3746;
9.07078;3.5387;27.4094;
9.08078;3.52901;27.4444;
9.09078;3.51371;27.4792;
9.10078;3.4373;27.5142;
9.11078;1.66651;27.549;
9.11922;0.00304262;27.7196;
9.12169;-0.0647858;27.7294;
9.12345;-0.0660734;27.7355;
9.12497;-0.0667101;27.7398;
9.12638;-0.0672919;27.7466;
9.12792;-0.067864;27.7496;
9.12944;-0.0684117;27.7573;
9.13123;-0.0690599;27.7615;
9.13301;-0.0696454;27.7693;
9.13497;-0.0703237;27.7752;
9.13708;-0.0709715;27.7829;
9.13942;-0.0717299;27.7915;
9.14211;-0.0725025;27.7997;
9.14519;-0.0734108;27.8123;
9.14888;-0.0743944;27.8229;
9.15348;-0.0755941;27.8418;
9.1594;-0.0770016;27.8593;
9.16866;-0.0790015;27.8952;
9.17866;-0.0809446;27.9265;
9.18866;-0.0826166;27.9653;
9.19866;-0.0841698;27.9964;
9.20866;-0.0854912;28.0355;
9.21866;-0.0867426;28.0662;
9.22866;-0.0878027;28.1056;
9.23866;-0.0888179;28.136;
9.24866;-0.0896757;28.1758;
9.25866;-0.0905036;28.2058;
9.26866;-0.0912012;28.2459;
9.27866;-0.0918788;28.2756;
9.28866;-0.092448;28.316;
9.29866;-0.0930039;28.3455;
9.30866;-0.0934692;28.3862;
9.31866;-0.0939262;28.4153;
9.32866;-0.094307;28.4563;
9.33866;-0.0946831;28.4851;
9.34866;-0.094995;28.5264;
9.35866;-0.0953047;28.555;
9.36866;-0.0955604;28.5965;
9.37866;-0.0958156;28.6249;
9.38866;-0.0960255;28.6666;
9.39866;-0.0962356;28.6947;
9.40866;-0.0964076;28.7367;
9.41866;-0.0965809;28.7646;
9.42866;-0.096722;28.8068;
9.43866;-0.0968649;28.8345;
9.44866;-0.0969806;28.8769;
9.45866;-0.0970984;28.9044;
9.46866;-0.0971934;28.9469;
9.47866;-0.0972905;28.9743;
9.48866;-0.0973684;29.0169;
9.49866;-0.0974484;29.0442;
9.50866;-0.0975124;29.087;
9.51866;-0.0975784;29.1142;
9.52866;-0.0976309;29.157;
9.53866;-0.0976853;29.1841;
9.54866;-0.0977284;29.227;
9.55866;-0.0977732;29.2541;
9.56866;-0.0978086;29.2969;
9.57866;-0.0978455;29.3241;
9.58866;-0.0978745;29.3669;
9.59866;-0.0979049;29.394;
9.60866;-0.0979288;29.4369;
9.61866;-0.0979539;29.464;
9.62866;-0.0979735;29.5068;
9.63866;-0.0979941;29.5341;
9.64866;-0.0980102;29.5767;
9.65866;-0.0980272;29.6041;
9.66866;-0.0980404;29.6466;
9.67866;-0.0980544;29.6741;
9.68866;-0.0980653;29.7165;
9.69866;-0.0980768;29.7442;
9.70866;-0.0980858;29.7864;
9.71866;-0.0980952;29.8142;
9.72866;-0.0981026;29.8562;
9.73866;-0.0981104;29.8843;
9.74866;-0.0981164;29.9261;
9.75866;-0.0981229;29.9544;
9.76866;-0.0981278;29.9959;
9.77866;-0.0981331;30.0245;
9.78866;-0.0981372;30.0657;
9.79866;-0.0981416;30.0946;
9.80866;-0.0981449;30.1355;
9.81866;-0.0981485;30.1647;
9.82866;-0.0981512;30.2053;
9.83866;-0.0981542;30.2348;
9.84866;-0.0981565;30.2751;
9.85866;-0.0981589;30.305;
9.86866;-0.0981608;30.3449;
9.87866;-0.0981628;30.3751;
9.88866;-0.0981643;30.4146;
9.89866;-0.0981659;30.4453;
9.90866;-0.0981672;30.4844;
9.91866;-0.0981686;30.5154;
9.92866;-0.0981696;30.5541;
9.93866;-0.0981707;30.5856;
9.94866;-0.0981715;30.6239;
9.95866;-0.0981725;30.6558;
9.96866;-0.0981732;30.6936;
9.97866;-0.0981739;30.726;
9.98866;-0.0981745;30.7633;
9.99866;-0.0981751;30.7962;
10.0087;-0.0981756;30.8331;
10.0187;-0.0981761;30.8664;
10.0287;-0.0981765;30.9028;
10.0387;-0.0981769;30.9366;
10.0487;-0.0981772;30.9725;
10.0587;-0.0981776;31.0068;
10.0687;-0.0981778;31.0423;
10.0787;-0.0981781;31.077;
10.0887;-0.0981783;31.112;
10.0987;-0.0981786;31.1472;
10.1087;-0.0981788;31.1817;
10.1187;-0.098179;31.2174;
10.1287;-0.0981791;31.2515;
10.1387;-0.0981793;31.2876;
10.1487;-0.0981794;31.3212;
10.1587;-0.0981795;31.3578;
10.1687;-0.0981796;31.391;
10.1787;-0.0981797;31.428;
10.1887;-0.0981798;31.4608;
10.1987;-0.0981799;31.4982;
10.2087;-0.09818;31.5305;
10.2187;-0.09818;31.5684;
10.2287;-0.0981801;31.6003;
10.2387;-0.0981802;31.6385;
10.2487;-0.0981802;31.6701;
10.2587;-0.0981802;31.7087;
10.2687;-0.0981803;31.7399;
10.2787;-0.0981803;31.7789;
10.2887;-0.0981803;31.8097;
10.2987;-0.0981804;31.849;
10.3087;-0.0981804;31.8795;
10.3187;-0.0981804;31.9191;
10.3287;-0.0981804;31.9493;
10.3387;-0.0981805;31.9893;
10.3487;-0.0981805;32.0192;
10.3587;-0.0981805;32.0594;
10.3687;-0.0981805;32.089;
10.3787;-0.0981805;32.1295;
10.3887;-0.0981805;32.1589;
10.3987;-0.0981806;32.1996;
10.4087;-0.0981806;32.2288;
10.4187;-0.0981806;32.2697;
10.4287;-0.0981806;32.2986;
10.4387;-0.0981806;32.3397;
10.4487;-0.0981806;32.3685;
10.4587;-0.0981806;32.4098;
10.4687;-0.0981806;32.4385;
10.4787;-0.0981806;32.4798;
10.4887;-0.0981806;32.5084;
10.4987;-0.0981806;32.5498;
10.5087;-0.0981806;32.5783;
10.5187;-0.0981806;32.6198;
10.5287;-0.0981806;32.6483;
10.5387;-0.0981807;32.6898;
10.5487;-0.0981807;32.7182;
10.5587;-0.0981807;32.7598;
10.5687;-0.0981807;32.7882;
10.5787;-0.0981807;32.8297;
10.5887;-0.0981807;32.8582;
10.5987;-0.0981807;32.8996;
10.6087;-0.0981807;32.9282;
10.6187;-0.0981807;32.9696;
10.6287;-0.0981807;32.9983;
10.6387;-0.0981807;33.0395;
10.6487;-0.0981807;33.0683;
10.6587;-0.0981807;33.1093;
10.6687;-0.0981807;33.1384;
10.6787;-0.0981807;33.1792;
10.6887;-0.0981807;33.2085;
10.6987;-0.0981807;33.249;
10.7087;-0.0981807;33.2785;
10.7187;-0.0981807;33.3189;
10.7287;-0.0981807;33.3487;
10.7387;-0.0981807;33.3887;
10.7487;-0.0981807;33.4188;
10.7587;-0.0981807;33.4585;
10.7687;-0.0981807;33.4889;
10.7787;-0.0981807;33.5282;
10.7887;-0.0981807;33.5591;
10.7987;-0.0981807;33.598;
10.8087;-0.0981807;33.6292;
10.8187;-0.0981807;33.6678;
10.8287;-0.0981807;33.6994;
10.8387;-0.0981807;33.7375;
10.8487;-0.0981807;33.7695;
10.8587;-0.0981807;33.8073;
10.8687;-0.0981807;33.8397;
10.8787;-0.0981807;33.877;
10.8887;-0.0981807;33.9099;
10.8987;-0.0981807;33.9468;
10.9087;-0.0981807;33.9801;
10.9187;-0.0981807;34.0165;
10.9287;-0.0981807;34.0503;
10.9387;-0.0981807;34.0863;
10.9487;-0.0981807;34.1205;
10.9587;-0.0981807;34.156;
10.9687;-0.0981807;34.1907;
10.9787;-0.0981807;34.2257;
10.9887;-0.0981807;34.2609;
10.9987;-0.0981807;34.2955;
11;-0.0981807;34.3015;
11;-0.0981807;34.2999;
11.0001;-0.0981807;34.2977;
11.0002;-0.0981807;34.2982;
11.0003;-0.0981807;34.3009;
11.0004;-0.0981807;34.3029;
11.0006;-0.0981807;34.3021;
11.0008;-0.0981807;34.2982;
11.0011;-0.0981807;34.3008;
11.0013;-0.0981807;34.303;
11.0017;-0.0981807;34.2977;
11.0021;-0.0981807;34.3021;
11.0025;-0.0981807;34.3018;
11.0029;-0.0981807;34.2976;
11.0034;-0.0981807;34.3037;
11.0039;-0.0981807;34.2995;
11.0043;-0.0981807;34.2991;
11.0049;-0.0981807;34.3034;
11.0055;-0.0981807;34.2976;
11.0062;-0.0981807;34.3032;
11.0068;-0.0981807;34.2996;
11.0074;-0.0981807;34.2998;
11.0082;-0.0981807;34.3027;
11.0092;-0.0981807;34.298;
11.0103;-0.0981807;34.3038;
11.0112;-0.0981807;34.2977;
11.0122;-0.0981807;34.3032;
11.0132;-0.0981807;34.299;
11.0141;-0.0981807;34.3011;
11.0152;-0.0981807;34.301;
11.0165;-0.0981807;34.2993;
11.0182;-0.0981807;34.3024;
11.0208;-0.0981807;34.2985;
11.0234;-0.0981807;34.303;
11.0267;-0.0981807;34.2981;
11.0303;-0.0981807;34.3034;
11.0341;-0.0981807;34.2979;
11.0382;-0.0981807;34.3036;
11.0422;-0.0981807;34.2978;
11.046;-0.0981807;34.3037;
11.0498;-0.0981807;34.2977;
11.0535;-0.0981807;34.3036;
11.0571;-0.0981807;34.2978;
11.0606;-0.0981807;34.3035;
11.064;-0.0981807;34.298;
11.0674;-0.0981807;34.3032;
11.0712;-0.0981807;34.2983;
11.075;-0.0981807;34.3028;
11.0791;-0.0981807;34.2987;
11.0835;-0.0981807;34.3024;
11.0888;-0.0981807;34.299;
11.0953;-0.0981807;34.3021;
11.1041;-0.0981807;34.2992;
11.1141;-0.0981807;34.3019;
11.1241;-0.0981807;34.2994;
11.1341;-0.0981807;34.3017;
11.1441;-0.0981807;34.2996;
11.1541;-0.0981807;34.3015;
11.1641;-0.0981807;34.2998;
11.1741;-0.0981807;34.3013;
11.1841;-0.0981807;34.3;
11.1941;-0.0981807;34.3011;
11.2041;-0.0981807;34.3002;
11.2141;-0.0981807;34.3008;
11.2241;-0.0981807;34.3004;
11.2341;-0.0981807;34.3006;
11.2441;-0.0981807;34.3007;
11.2541;-0.0981807;34.3004;
11.2641;-0.0981807;34.3009;
11.2741;-0.0981807;34.3002;
11.2841;-0.0981807;34.3011;
11.2941;-0.0981807;34.3;
11.3041;-0.0981807;34.3013;
11.3141;-0.0981807;34.2998;
11.3241;-0.0981807;34.3015;
11.3341;-0.0981807;34.2996;
11.3441;-0.0981807;34.3017;
11.3541;-0.0981807;34.2995;
11.3641;-0.0981807;34.3019;
11.3741;-0.0981807;34.2993;
11.3841;-0.0981807;34.302;
11.3941;-0.0981807;34.2991;
11.4041;-0.0981807;34.3022;
11.4141;-0.0981807;34.299;
11.4241;-0.0981807;34.3024;
11.4341;-0.0981807;34.2988;
11.4441;-0.0981807;34.3026;
11.4541;-0.0981807;34.2987;
11.4641;-0.0981807;34.3027;
11.4741;-0.0981807;34.2985;
11.4841;-0.0981807;34.3028;
11.4941;-0.0981807;34.2984;
11.5041;-0.0981807;34.303;
11.5141;-0.0981807;34.2983;
11.5241;-0.0981807;34.3031;
11.5341;-0.0981807;34.2982;
11.5441;-0.0981807;34.3032;
11.5541;-0.0981807;34.2981;
11.5641;-0.0981807;34.3033;
11.5741;-0.0981807;34.298;
11.5841;-0.0981807;34.3034;
11.5941;-0.0981807;34.298;
11.6041;-0.0981807;34.3034;
11.6141;-0.0981807;34.2979;
11.6241;-0.0981807;34.3035;
11.6341;-0.0981807;34.2979;
11.6441;-0.0981807;34.3035;
11.6537;-0.0981807;34.2979;
11.6633;-0.0981807;34.3035;
11.6726;-0.0981807;34.2979;
11.6818;-0.0981807;34.3035;
11.6908;-0.0981807;34.2979;
11.6996;-0.0981807;34.3035;
11.7083;-0.0981807;34.2979;
11.7178;-0.0981807;34.3035;
11.7278;-0.0981807;34.2979;
11.7378;-0.0981807;34.3034;
11.7478;-0.0981807;34.298;
11.7578;-0.0981807;34.3034;
11.7678;-0.0981807;34.2981;
11.7778;-0.0981807;34.3033;
11.7878;-0.0981807;34.2981;
11.7978;-0.0981807;34.3032;
11.8078;-0.0981807;34.2982;
11.8178;-0.0981807;34.3031;
11.8278;-0.0981807;34.2983;
11.8378;-0.0981807;34.3029;
11.8478;-0.0981807;34.2984;
11.8578;-0.0981807;34.3028;
11.8678;-0.0981807;34.2986;
11.8778;-0.0981807;34.3027;
11.8878;-0.0981807;34.2987;
11.8978;-0.0981807;34.3025;
11.9078;-0.0981807;34.2989;
11.9178;-0.0981807;34.3023;
11.9278;-0.0981807;34.299;
11.9378;-0.0981807;34.3022;
11.9478;-0.0981807;34.2992;
11.9578;-0.0981807;34.302;
11.9678;-0.0981807;34.2994;
11.9778;-0.0981807;34.3018;
11.9878;-0.0981807;34.2995;
11.9978;-0.0981807;34.3016;
12.0078;-0.0981807;34.2997;
12.0178;-0.0981807;34.3014;
12.0278;-0.0981807;34.2999;
12.0378;-0.0981807;34.3012;
12.0478;-0.0981807;34.3001;
12.0578;-0.0981807;34.301;
12.0678;-0.0981807;34.3003;
12.0778;-0.0981807;34.3008;
12.0878;-0.0981807;34.3005;
12.0978;-0.0981807;34.3006;
12.1078;-0.0981807;34.3007;
12.1178;-0.0981807;34.3004;
12.1278;-0.0981807;34.3009;
12.1378;-0.0981807;34.3002;
12.1478;-0.0981807;34.3011;
12.1578;-0.0981807;34.3;
12.1678;-0.0981807;34.3013;
12.1778;-0.0981807;34.2998;
12.1878;-0.0981807;34.3015;
12.1978;-0.0981807;34.2996;
12.2078;-0.0981807;34.3017;
12.2178;-0.0981807;34.2995;
12.2278;-0.0981807;34.3019;
12.2378;-0.0981807;34.2993;
12.2478;-0.0981807;34.302;
12.2578;-0.0981807;34.2991;
12.2678;-0.0981807;34.3022;
12.2778;-0.0981807;34.299;
12.2878;-0.0981807;34.3024;
12.2978;-0.0981807;34.2988;
12.3078;-0.0981807;34.3025;
12.3178;-0.0981807;34.2987;
12.3278;-0.0981807;34.3027;
12.3378;-0.0981807;34.2986;
12.3478;-0.0981807;34.3028;
12.3578;-0.0981807;34.2985;
12.3678;-0.0981807;34.3029;
12.3778;-0.0981807;34.2984;
12.3878;-0.0981807;34.303;
12.3978;-0.0981807;34.2983;
12.4078;-0.0981807;34.3031;
12.4178;-0.0981807;34.2982;
12.4278;-0.0981807;34.3032;
12.4378;-0.0981807;34.2981;
12.4478;-0.0981807;34.3033;
12.4578;-0.0981807;34.2981;
12.4678;-0.0981807;34.3034;
12.4778;-0.0981807;34.298;
12.4878;-0.0981807;34.3034;
12.4978;-0.0981807;34.298;
12.5078;-0.0981807;34.3034;
12.5178;-0.0981807;34.298;
12.5277;-0.0981807;34.3034;
12.5374;-0.0981807;34.298;
12.5471;-0.0981807;34.3034;
12.5565;-0.0981807;34.298;
12.5659;-0.0981807;34.3034;
12.5752;-0.0981807;34.298;
12.5843;-0.0981807;34.3034;
12.5937;-0.0981807;34.298;
12.6037;-0.0981807;34.3033;
12.6137;-0.0981807;34.2981;
12.6237;-0.0981807;34.3033;
12.6337;-0.0981807;34.2981;
12.6437;-0.0981807;34.3032;
12.6537;-0.0981807;34.2982;
12.6637;-0.0981807;34.3031;
12.6737;-0.0981807;34.2983;
12.6837;-0.0981807;34.303;
12.6937;-0.0981807;34.2984;
12.7037;-0.0981807;34.3029;
12.7137;-0.0981807;34.2985;
12.7237;-0.0981807;34.3027;
12.7337;-0.0981807;34.2986;
12.7437;-0.0981807;34.3026;
12.7537;-0.0981807;34.2988;
12.7637;-0.0981807;34.3024;
12.7737;-0.0981807;34.2989;
12.7837;-0.0981807;34.3023;
12.7937;-0.0981807;34.2991;
12.8037;-0.0981807;34.3021;
12.8137;-0.0981807;34.2992;
12.8237;-0.0981807;34.3019;
12.8337;-0.0981807;34.2994;
12.8437;-0.0981807;34.3018;
12.8537;-0.0981807;34.2996;
12.8637;-0.0981807;34.3016;
12.8737;-0.0981807;34.2997;
12.8837;-0.0981807;34.3014;
12.8937;-0.0981807;34.2999;
12.9037;-0.0981807;34.3012;
12.9137;-0.0981807;34.3001;
12.9237;-0.0981807;34.301;
12.9337;-0.0981807;34.3003;
12.9437;-0.0981807;34.3008;
12.9537;-0.0981807;34.3005;
12.9637;-0.0981807;34.3006;
12.9737;-0.0981807;34.3007;
12.9837;-0.0981807;34.3004;
12.9937;-0.0981807;34.3009;
13.0037;-0.0981807;34.3002;
13.0137;-0.0981807;34.3011;
13.0237;-0.0981807;34.3;
13.0337;-0.0981807;34.3013;
13.0437;-0.0981807;34.2999;
13.0537;-0.0981807;34.3015;
13.0637;-0.0981807;34.2997;
13.0737;-0.0981807;34.3016;
13.0837;-0.0981807;34.2995;
13.0937;-0.0981807;34.3018;
13.1037;-0.0981807;34.2993;
13.1137;-0.0981807;34.302;
13.1237;-0.0981807;34.2992;
13.1337;-0.0981807;34.3021;
13.1437;-0.0981807;34.299;
13.1537;-0.0981807;34.3023;
13.1637;-0.0981807;34.2989;
13.1737;-0.0981807;34.3024;
13.1837;-0.0981807;34.2988;
13.1937;-0.0981807;34.3026;
13.2037;-0.0981807;34.2987;
13.2137;-0.0981807;34.3027;
13.2237;-0.0981807;34.2985;
13.2337;-0.0981807;34.3028;
13.2437;-0.0981807;34.2984;
13.2537;-0.0981807;34.3029;
13.2637;-0.0981807;34.2983;
13.2737;-0.0981807;34.303;
13.2837;-0.0981807;34.2983;
13.2937;-0.0981807;34.3031;
13.3037;-0.0981807;34.2982;
13.3137;-0.0981807;34.3032;
13.3237;-0.0981807;34.2981;
13.3337;-0.0981807;34.3033;
13.3437;-0.0981807;34.2981;
13.3537;-0.0981807;34.3033;
13.3637;-0.0981807;34.2981;
13.3737;-0.0981807;34.3033;
13.3836;-0.0981807;34.298;
13.3935;-0.0981807;34.3033;
13.4033;-0.0981807;34.298;
13.413;-0.0981807;34.3033;
13.4226;-0.0981807;34.298;
13.4322;-0.0981807;34.3033;
13.4417;-0.0981807;34.2981;
13.4517;-0.0981807;34.3033;
13.4617;-0.0981807;34.2981;
13.4717;-0.0981807;34.3033;
13.4817;-0.0981807;34.2981;
13.4917;-0.0981807;34.3032;
13.5017;-0.0981807;34.2982;
13.5117;-0.0981807;34.3031;
13.5217;-0.0981807;34.2983;
13.5317;-0.0981807;34.303;
13.5417;-0.0981807;34.2983;
13.5517;-0.0981807;34.3029;
13.5617;-0.0981807;34.2984;
13.5717;-0.0981807;34.3028;
13.5817;-0.0981807;34.2985;
13.5917;-0.0981807;34.3027;
13.6017;-0.0981807;34.2987;
13.6117;-0.0981807;34.3026;
13.6217;-0.0981807;34.2988;
13.6317;-0.0981807;34.3025;
13.6417;-0.0981807;34.2989;
13.6517;-0.0981807;34.3023;
13.6617;-0.0981807;34.299;
13.6717;-0.0981807;34.3022;
13.6817;-0.0981807;34.2992;
13.6917;-0.0981807;34.302;
13.7017;-0.0981807;34.2993;
13.7117;-0.0981807;34.3018;
13.7217;-0.0981807;34.2995;
13.7317;-0.0981807;34.3016;
13.7417;-0.0981807;34.2997;
13.7517;-0.0981807;34.3015;
13.7617;-0.0981807;34.2998;
13.7717;-0.0981807;34.3013;
13.7817;-0.0981807;34.3;
13.7917;-0.0981807;34.3011;
13.8017;-0.0981807;34.3002;
13.8117;-0.0981807;34.3009;
13.8217;-0.0981807;34.3004;
13.8317;-0.0981807;34.3007;
13.8417;-0.0981807;34.3006;
13.8517;-0.0981807;34.3005;
13.8617;-0.0981807;34.3007;
13.8717;-0.0981807;34.3004;
13.8817;-0.0981807;34.3009;
13.8917;-0.0981807;34.3002;
13.9017;-0.0981807;34.3011;
13.9117;-0.0981807;34.3;
13.9217;-0.0981807;34.3013;
13.9317;-0.0981807;34.2998;
13.9417;-0.0981807;34.3015;
13.9517;-0.0981807;34.2997;
13.9617;-0.0981807;34.3016;
13.9717;-0.0981807;34.2995;
13.9817;-0.0981807;34.3018;
13.9917;-0.0981807;34.2994;
14.0017;-0.0981807;34.302;
14.0117;-0.0981807;34.2992;
14.0217;-0.0981807;34.3021;
14.0317;-0.0981807;34.2991;
14.0417;-0.0981807;34.3023;
14.0517;-0.0981807;34.2989;
14.0617;-0.0981807;34.3024;
14.0717;-0.0981807;34.2988;
14.0817;-0.0981807;34.3025;
14.0917;-0.0981807;34.2987;
14.1017;-0.0981807;34.3027;
14.1117;-0.0981807;34.2986;
14.1217;-0.0981807;34.3028;
14.1317;-0.0981807;34.2985;
14.1417;-0.0981807;34.3029;
14.1517;-0.0981807;34.2984;
14.1617;-0.0981807;34.303;
14.1717;-0.0981807;34.2983;
14.1817;-0.0981807;34.303;
14.1917;-0.0981807;34.2983;
14.2017;-0.0981807;34.3031;
14.2117;-0.0981807;34.2982;
14.2217;-0.0981807;34.3032;
14.2317;-0.0981807;34.2982;
14.2417;-0.0981807;34.3032;
14.2517;-0.0981807;34.2982;
14.2617;-0.0981807;34.3032;
14.2717;-0.0981807;34.2981;
14.2817;-0.0981807;34.3032;
14.2917;-0.0981807;34.2981;
14.3017;-0.0981807;34.3032;
14.3117;-0.0981807;34.2981;
14.3217;-0.0981807;34.3032;
14.3317;-0.0981807;34.2981;
14.3417;-0.0981807;34.3032;
14.3517;-0.0981807;34.2982;
14.3617;-0.0981807;34.3032;
14.3717;-0.0981807;34.2982;
14.3817;-0.0981807;34.3031;
14.3917;-0.0981807;34.2983;
14.4017;-0.0981807;34.303;
14.4117;-0.0981807;34.2983;
14.4217;-0.0981807;34.303;
14.4317;-0.0981807;34.2984;
14.4417;-0.0981807;34.3029;
14.4517;-0.0981807;34.2985;
14.4617;-0.0981807;34.3028;
14.4717;-0.0981807;34.2986;
14.4817;-0.0981807;34.3027;
14.4917;-0.0981807;34.2987;
14.5017;-0.0981807;34.3025;
14.5117;-0.0981807;34.2988;
14.5217;-0.0981807;34.3024;
14.5317;-0.0981807;34.2989;
14.5417;-0.0981807;34.3023;
14.5517;-0.0981807;34.2991;
14.5617;-0.0981807;34.3021;
14.5717;-0.0981807;34.2992;
14.5817;-0.0981807;34.302;
14.5917;-0.0981807;34.2994;
14.6017;-0.0981807;34.3018;
14.6117;-0.0981807;34.2995;
14.6217;-0.0981807;34.3016;
14.6317;-0.0981807;34.2997;
14.6417;-0.0981807;34.3015;
14.6517;-0.0981807;34.2998;
14.6617;-0.0981807;34.3013;
14.6717;-0.0981807;34.3;
14.6817;-0.0981807;34.3011;
14.6917;-0.0981807;34.3002;
14.7017;-0.0981807;34.3009;
14.7117;-0.0981807;34.3004;
14.7217;-0.0981807;34.3008;
14.7317;-0.0981807;34.3005;
14.7417;-0.0981807;34.3006;
14.7517;-0.0981807;34.3007;
14.7617;-0.0981807;34.3004;
14.7717;-0.0981807;34.3009;
14.7817;-0.0981807;34.3002;
14.7917;-0.0981807;34.3011;
14.8017;-0.0981807;34.3001;
14.8117;-0.0981807;34.3012;
14.8217;-0.0981807;34.2999;
14.8317;-0.0981807;34.3014;
14.8417;-0.0981807;34.2997;
14.8517;-0.0981807;34.3016;
14.8617;-0.0981807;34.2996;
14.8717;-0.0981807;34.3017;
14.8817;-0.0981807;34.2994;
14.8917;-0.0981807;34.3019;
14.9017;-0.0981807;34.2993;
14.9117;-0.0981807;34.302;
14.9217;-0.0981807;34.2992;
14.9317;-0.0981807;34.3022;
14.9417;-0.0981807;34.299;
14.9517;-0.0981807;34.3023;
14.9617;-0.0981807;34.2989;
14.9717;-0.0981807;34.3024;
14.9817;-0.0981807;34.2988;
14.9917;-0.0981807;34.3026;
15.0017;-0.0981807;34.2987;
15.0117;-0.0981807;34.3027;
15.0217;-0.0981807;34.2986;
15.0317;-0.0981807;34.3028;
15.0417;-0.0981807;34.2985;
15.0517;-0.0981807;34.3029;
15.0617;-0.0981807;34.2984;
15.0717;-0.0981807;34.3029;
15.0817;-0.0981807;34.2984;
15.0917;-0.0981807;34.303;
15.1017;-0.0981807;34.2983;
15.1117;-0.0981807;34.3031;
15.1217;-0.0981807;34.2983;
15.1317;-0.0981807;34.3031;
15.1417;-0.0981807;34.2982;
15.1517;-0.0981807;34.3031;
15.1617;-0.0981807;34.2982;
15.1717;-0.0981807;34.3031;
15.1817;-0.0981807;34.2982;
15.1917;-0.0981807;34.3031;
15.2017;-0.0981807;34.2982;
15.2117;-0.0981807;34.3031;
15.2217;-0.0981807;34.2982;
15.2317;-0.0981807;34.3031;
15.2417;-0.0981807;34.2983;
15.2517;-0.0981807;34.3031;
15.2617;-0.0981807;34.2983;
15.2717;-0.0981807;34.303;
15.2817;-0.0981807;34.2984;
15.2917;-0.0981807;34.3029;
15.3017;-0.0981807;34.2984;
15.3117;-0.0981807;34.3029;
15.3217;-0.0981807;34.2985;
15.3317;-0.0981807;34.3028;
15.3417;-0.0981807;34.2986;
15.3517;-0.0981807;34.3027;
15.3617;-0.0981807;34.2987;
15.3717;-0.0981807;34.3026;
15.3817;-0.0981807;34.2988;
15.3917;-0.0981807;34.3025;
15.4017;-0.0981807;34.2989;
15.4117;-0.0981807;34.3023;
15.4217;-0.0981807;34.299;
15.4317;-0.0981807;34.3022;
15.4417;-0.0981807;34.2991;
15.4517;-0.0981807;34.302;
15.4617;-0.0981807;34.2993;
15.4717;-0.0981807;34.3019;
15.4817;-0.0981807;34.2994;
15.4917;-0.0981807;34.3017;
15.5017;-0.0981807;34.2996;
15.5117;-0.0981807;34.3016;
15.5217;-0.0981807;34.2997;
15.5317;-0.0981807;34.3014;
15.5417;-0.0981807;34.2999;
15.5517;-0.0981807;34.3013;
15.5617;-0.0981807;34.3;
15.5717;-0.0981807;34.3011;
15.5817;-0.0981807;34.3002;
15.5917;-0.0981807;34.3009;
15.6017;-0.0981807;34.3004;
15.6117;-0.0981807;34.3007;
15.6217;-0.0981807;34.3005;
15.6317;-0.0981807;34.3006;
15.6417;-0.0981807;34.3007;
15.6517;-0.0981807;34.3004;
15.6617;-0.0981807;34.3009;
15.6717;-0.0981807;34.3003;
15.6817;-0.0981807;34.301;
15.6917;-0.0981807;34.3001;
15.7017;-0.0981807;34.3012;
15.7117;-0.0981807;34.2999;
15.7217;-0.0981807;34.3014;
15.7317;-0.0981807;34.2998;
15.7417;-0.0981807;34.3015;
15.7517;-0.0981807;34.2996;
15.7617;-0.0981807;34.3017;
15.7717;-0.0981807;34.2995;
15.7817;-0.0981807;34.3018;
15.7917;-0.0981807;34.2994;
15.8017;-0.0981807;34.302;
15.8117;-0.0981807;34.2992;
15.8217;-0.0981807;34.3021;
15.8317;-0.0981807;34.2991;
15.8417;-0.0981807;34.3022;
15.8517;-0.0981807;34.299;
15.8617;-0.0981807;34.3023;
