time;V(v_ov);V(vpow_dc);
15.8717;-0.0981807;34.2989;
15.8817;-0.0981807;34.3025;
15.8917;-0.0981807;34.2988;
15.9017;-0.0981807;34.3026;
15.9117;-0.0981807;34.2987;
15.9217;-0.0981807;34.3027;
15.9317;-0.0981807;34.2986;
15.9417;-0.0981807;34.3027;
15.9517;-0.0981807;34.2985;
15.9617;-0.0981807;34.3028;
15.9717;-0.0981807;34.2985;
15.9817;-0.0981807;34.3029;
15.9917;-0.0981807;34.2984;
16.0017;-0.0981807;34.3029;
16.0117;-0.0981807;34.2984;
16.0217;-0.0981807;34.303;
16.0317;-0.0981807;34.2984;
16.0417;-0.0981807;34.303;
16.0517;-0.0981807;34.2983;
16.0617;-0.0981807;34.303;
16.0717;-0.0981807;34.2983;
16.0817;-0.0981807;34.303;
16.0917;-0.0981807;34.2983;
16.1017;-0.0981807;34.303;
16.1117;-0.0981807;34.2983;
16.1217;-0.0981807;34.303;
16.1317;-0.0981807;34.2984;
16.1417;-0.0981807;34.303;
16.1517;-0.0981807;34.2984;
16.1617;-0.0981807;34.3029;
16.1717;-0.0981807;34.2985;
16.1817;-0.0981807;34.3028;
16.1917;-0.0981807;34.2985;
16.2017;-0.0981807;34.3028;
16.2117;-0.0981807;34.2986;
16.2217;-0.0981807;34.3027;
16.2317;-0.0981807;34.2987;
16.2417;-0.0981807;34.3026;
16.2517;-0.0981807;34.2987;
16.2617;-0.0981807;34.3025;
16.2717;-0.0981807;34.2988;
16.2817;-0.0981807;34.3024;
16.2917;-0.0981807;34.299;
16.3017;-0.0981807;34.3023;
16.3117;-0.0981807;34.2991;
16.3217;-0.0981807;34.3021;
16.3317;-0.0981807;34.2992;
16.3417;-0.0981807;34.302;
16.3517;-0.0981807;34.2993;
16.3617;-0.0981807;34.3019;
16.3717;-0.0981807;34.2995;
16.3817;-0.0981807;34.3017;
16.3917;-0.0981807;34.2996;
16.4017;-0.0981807;34.3016;
16.4117;-0.0981807;34.2997;
16.4217;-0.0981807;34.3014;
16.4317;-0.0981807;34.2999;
16.4417;-0.0981807;34.3012;
16.4517;-0.0981807;34.3;
16.4617;-0.0981807;34.3011;
16.4717;-0.0981807;34.3002;
16.4817;-0.0981807;34.3009;
16.4917;-0.0981807;34.3004;
16.5017;-0.0981807;34.3008;
16.5117;-0.0981807;34.3005;
16.5217;-0.0981807;34.3006;
16.5317;-0.0981807;34.3007;
16.5417;-0.0981807;34.3004;
16.5517;-0.0981807;34.3008;
16.5617;-0.0981807;34.3003;
16.5717;-0.0981807;34.301;
16.5817;-0.0981807;34.3001;
16.5917;-0.0981807;34.3012;
16.6017;-0.0981807;34.3;
16.6117;-0.0981807;34.3013;
16.6217;-0.0981807;34.2998;
16.6317;-0.0981807;34.3015;
16.6417;-0.0981807;34.2997;
16.6517;-0.0981807;34.3016;
16.6617;-0.0981807;34.2995;
16.6717;-0.0981807;34.3018;
16.6817;-0.0981807;34.2994;
16.6917;-0.0981807;34.3019;
16.7017;-0.0981807;34.2993;
16.7117;-0.0981807;34.302;
16.7217;-0.0981807;34.2992;
16.7317;-0.0981807;34.3021;
16.7417;-0.0981807;34.2991;
16.7517;-0.0981807;34.3023;
16.7617;-0.0981807;34.299;
16.7717;-0.0981807;34.3024;
16.7817;-0.0981807;34.2989;
16.7917;-0.0981807;34.3025;
16.8017;-0.0981807;34.2988;
16.8117;-0.0981807;34.3026;
16.8217;-0.0981807;34.2987;
16.8317;-0.0981807;34.3026;
16.8417;-0.0981807;34.2986;
16.8517;-0.0981807;34.3027;
16.8617;-0.0981807;34.2986;
16.8717;-0.0981807;34.3028;
16.8817;-0.0981807;34.2985;
16.8917;-0.0981807;34.3028;
16.9017;-0.0981807;34.2985;
16.9117;-0.0981807;34.3029;
16.9217;-0.0981807;34.2984;
16.9317;-0.0981807;34.3029;
16.9417;-0.0981807;34.2984;
16.9517;-0.0981807;34.3029;
16.9617;-0.0981807;34.2984;
16.9717;-0.0981807;34.3029;
16.9817;-0.0981807;34.2984;
16.9917;-0.0981807;34.3029;
17.0017;-0.0981807;34.2984;
17.0117;-0.0981807;34.3029;
17.0217;-0.0981807;34.2984;
17.0317;-0.0981807;34.3029;
17.0417;-0.0981807;34.2985;
17.0517;-0.0981807;34.3028;
17.0617;-0.0981807;34.2985;
17.0717;-0.0981807;34.3028;
17.0817;-0.0981807;34.2986;
17.0917;-0.0981807;34.3027;
17.1017;-0.0981807;34.2986;
17.1117;-0.0981807;34.3026;
17.1217;-0.0981807;34.2987;
17.1317;-0.0981807;34.3025;
17.1417;-0.0981807;34.2988;
17.1517;-0.0981807;34.3024;
17.1617;-0.0981807;34.2989;
17.1717;-0.0981807;34.3023;
17.1817;-0.0981807;34.299;
17.1917;-0.0981807;34.3022;
17.2017;-0.0981807;34.2991;
17.2117;-0.0981807;34.3021;
17.2217;-0.0981807;34.2992;
17.2317;-0.0981807;34.3019;
17.2417;-0.0981807;34.2994;
17.2517;-0.0981807;34.3018;
17.2617;-0.0981807;34.2995;
17.2717;-0.0981807;34.3017;
17.2817;-0.0981807;34.2996;
17.2917;-0.0981807;34.3015;
17.3017;-0.0981807;34.2998;
17.3117;-0.0981807;34.3014;
17.3217;-0.0981807;34.2999;
17.3317;-0.0981807;34.3012;
17.3417;-0.0981807;34.3001;
17.3517;-0.0981807;34.3011;
17.3617;-0.0981807;34.3002;
17.3717;-0.0981807;34.3009;
17.3817;-0.0981807;34.3004;
17.3917;-0.0981807;34.3007;
17.4017;-0.0981807;34.3005;
17.4117;-0.0981807;34.3006;
17.4217;-0.0981807;34.3007;
17.4317;-0.0981807;34.3004;
17.4417;-0.0981807;34.3008;
17.4517;-0.0981807;34.3003;
17.4617;-0.0981807;34.301;
17.4717;-0.0981807;34.3001;
17.4817;-0.0981807;34.3011;
17.4917;-0.0981807;34.3;
17.5017;-0.0981807;34.3013;
17.5117;-0.0981807;34.2998;
17.5217;-0.0981807;34.3014;
17.5317;-0.0981807;34.2997;
17.5417;-0.0981807;34.3016;
17.5517;-0.0981807;34.2996;
17.5617;-0.0981807;34.3017;
17.5717;-0.0981807;34.2994;
17.5817;-0.0981807;34.3019;
17.5917;-0.0981807;34.2993;
17.6017;-0.0981807;34.302;
17.6117;-0.0981807;34.2992;
17.6217;-0.0981807;34.3021;
17.6317;-0.0981807;34.2991;
17.6417;-0.0981807;34.3022;
17.6517;-0.0981807;34.299;
17.6617;-0.0981807;34.3023;
17.6717;-0.0981807;34.2989;
17.6817;-0.0981807;34.3024;
17.6917;-0.0981807;34.2988;
17.7017;-0.0981807;34.3025;
17.7117;-0.0981807;34.2988;
17.7217;-0.0981807;34.3026;
17.7317;-0.0981807;34.2987;
17.7417;-0.0981807;34.3026;
17.7517;-0.0981807;34.2986;
17.7617;-0.0981807;34.3027;
17.7717;-0.0981807;34.2986;
17.7817;-0.0981807;34.3028;
17.7917;-0.0981807;34.2985;
17.8017;-0.0981807;34.3028;
17.8117;-0.0981807;34.2985;
17.8217;-0.0981807;34.3028;
17.8317;-0.0981807;34.2985;
17.8417;-0.0981807;34.3028;
17.8517;-0.0981807;34.2985;
17.8617;-0.0981807;34.3028;
17.8717;-0.0981807;34.2985;
17.8817;-0.0981807;34.3028;
17.8917;-0.0981807;34.2985;
17.9017;-0.0981807;34.3028;
17.9117;-0.0981807;34.2985;
17.9217;-0.0981807;34.3028;
17.9317;-0.0981807;34.2986;
17.9417;-0.0981807;34.3027;
17.9517;-0.0981807;34.2986;
17.9617;-0.0981807;34.3027;
17.9717;-0.0981807;34.2987;
17.9817;-0.0981807;34.3026;
17.9917;-0.0981807;34.2987;
18.0017;-0.0981807;34.3025;
18.0117;-0.0981807;34.2988;
18.0217;-0.0981807;34.3024;
18.0317;-0.0981807;34.2989;
18.0417;-0.0981807;34.3023;
18.0517;-0.0981807;34.299;
18.0617;-0.0981807;34.3022;
18.0717;-0.0981807;34.2991;
18.0817;-0.0981807;34.3021;
18.0917;-0.0981807;34.2992;
18.1017;-0.0981807;34.302;
18.1117;-0.0981807;34.2993;
18.1217;-0.0981807;34.3019;
18.1317;-0.0981807;34.2994;
18.1417;-0.0981807;34.3018;
18.1517;-0.0981807;34.2995;
18.1617;-0.0981807;34.3016;
18.1717;-0.0981807;34.2997;
18.1817;-0.0981807;34.3015;
18.1917;-0.0981807;34.2998;
18.2017;-0.0981807;34.3013;
18.2117;-0.0981807;34.2999;
18.2217;-0.0981807;34.3012;
18.2317;-0.0981807;34.3001;
18.2417;-0.0981807;34.301;
18.2517;-0.0981807;34.3002;
18.2617;-0.0981807;34.3009;
18.2717;-0.0981807;34.3004;
18.2817;-0.0981807;34.3008;
18.2917;-0.0981807;34.3005;
18.3017;-0.0981807;34.3006;
18.3117;-0.0981807;34.3007;
18.3217;-0.0981807;34.3005;
18.3317;-0.0981807;34.3008;
18.3417;-0.0981807;34.3003;
18.3517;-0.0981807;34.301;
18.3617;-0.0981807;34.3002;
18.3717;-0.0981807;34.3011;
18.3817;-0.0981807;34.3;
18.3917;-0.0981807;34.3012;
18.4017;-0.0981807;34.2999;
18.4117;-0.0981807;34.3014;
18.4217;-0.0981807;34.2998;
18.4317;-0.0981807;34.3015;
18.4417;-0.0981807;34.2997;
18.4517;-0.0981807;34.3016;
18.4617;-0.0981807;34.2995;
18.4717;-0.0981807;34.3018;
18.4817;-0.0981807;34.2994;
18.4917;-0.0981807;34.3019;
18.5017;-0.0981807;34.2993;
18.5117;-0.0981807;34.302;
18.5217;-0.0981807;34.2992;
18.5317;-0.0981807;34.3021;
18.5417;-0.0981807;34.2991;
18.5517;-0.0981807;34.3022;
18.5617;-0.0981807;34.299;
18.5717;-0.0981807;34.3023;
18.5817;-0.0981807;34.2989;
18.5917;-0.0981807;34.3024;
18.6017;-0.0981807;34.2989;
18.6117;-0.0981807;34.3025;
18.6217;-0.0981807;34.2988;
18.6317;-0.0981807;34.3025;
18.6417;-0.0981807;34.2987;
18.6517;-0.0981807;34.3026;
18.6617;-0.0981807;34.2987;
18.6717;-0.0981807;34.3026;
18.6817;-0.0981807;34.2987;
18.6917;-0.0981807;34.3027;
18.7017;-0.0981807;34.2986;
18.7117;-0.0981807;34.3027;
18.7217;-0.0981807;34.2986;
18.7317;-0.0981807;34.3027;
18.7417;-0.0981807;34.2986;
18.7517;-0.0981807;34.3027;
18.7617;-0.0981807;34.2986;
18.7717;-0.0981807;34.3027;
18.7817;-0.0981807;34.2986;
18.7917;-0.0981807;34.3027;
18.8017;-0.0981807;34.2986;
18.8117;-0.0981807;34.3027;
18.8217;-0.0981807;34.2986;
18.8317;-0.0981807;34.3026;
18.8417;-0.0981807;34.2987;
18.8517;-0.0981807;34.3026;
18.8617;-0.0981807;34.2987;
18.8717;-0.0981807;34.3025;
18.8817;-0.0981807;34.2988;
18.8917;-0.0981807;34.3025;
18.9017;-0.0981807;34.2988;
18.9117;-0.0981807;34.3024;
18.9217;-0.0981807;34.2989;
18.9317;-0.0981807;34.3023;
18.9417;-0.0981807;34.299;
18.9517;-0.0981807;34.3022;
18.9617;-0.0981807;34.2991;
18.9717;-0.0981807;34.3021;
18.9817;-0.0981807;34.2992;
18.9917;-0.0981807;34.302;
19.0017;-0.0981807;34.2993;
19.0117;-0.0981807;34.3019;
19.0217;-0.0981807;34.2994;
19.0317;-0.0981807;34.3018;
19.0417;-0.0981807;34.2995;
19.0517;-0.0981807;34.3017;
19.0617;-0.0981807;34.2996;
19.0717;-0.0981807;34.3015;
19.0817;-0.0981807;34.2998;
19.0917;-0.0981807;34.3014;
19.1017;-0.0981807;34.2999;
19.1117;-0.0981807;34.3013;
19.1217;-0.0981807;34.3;
19.1317;-0.0981807;34.3011;
19.1417;-0.0981807;34.3002;
19.1517;-0.0981807;34.301;
19.1617;-0.0981807;34.3003;
19.1717;-0.0981807;34.3008;
19.1817;-0.0981807;34.3004;
19.1917;-0.0981807;34.3007;
19.2017;-0.0981807;34.3006;
19.2117;-0.0981807;34.3006;
19.2217;-0.0981807;34.3007;
19.2317;-0.0981807;34.3004;
19.2417;-0.0981807;34.3009;
19.2517;-0.0981807;34.3003;
19.2617;-0.0981807;34.301;
19.2717;-0.0981807;34.3001;
19.2817;-0.0981807;34.3011;
19.2917;-0.0981807;34.3;
19.3017;-0.0981807;34.3013;
19.3117;-0.0981807;34.2999;
19.3217;-0.0981807;34.3014;
19.3317;-0.0981807;34.2998;
19.3417;-0.0981807;34.3015;
19.3517;-0.0981807;34.2996;
19.3617;-0.0981807;34.3016;
19.3717;-0.0981807;34.2995;
19.3817;-0.0981807;34.3018;
19.3917;-0.0981807;34.2994;
19.4017;-0.0981807;34.3019;
19.4117;-0.0981807;34.2993;
19.4217;-0.0981807;34.302;
19.4317;-0.0981807;34.2992;
19.4417;-0.0981807;34.3021;
19.4517;-0.0981807;34.2991;
19.4617;-0.0981807;34.3022;
19.4717;-0.0981807;34.299;
19.4817;-0.0981807;34.3023;
19.4917;-0.0981807;34.299;
19.5017;-0.0981807;34.3023;
19.5117;-0.0981807;34.2989;
19.5217;-0.0981807;34.3024;
19.5317;-0.0981807;34.2988;
19.5417;-0.0981807;34.3025;
19.5517;-0.0981807;34.2988;
19.5617;-0.0981807;34.3025;
19.5717;-0.0981807;34.2987;
19.5817;-0.0981807;34.3026;
19.5917;-0.0981807;34.2987;
19.6017;-0.0981807;34.3026;
19.6117;-0.0981807;34.2987;
19.6217;-0.0981807;34.3026;
19.6317;-0.0981807;34.2987;
19.6417;-0.0981807;34.3026;
19.6517;-0.0981807;34.2987;
19.6617;-0.0981807;34.3026;
19.6717;-0.0981807;34.2987;
19.6817;-0.0981807;34.3026;
19.6917;-0.0981807;34.2987;
19.7017;-0.0981807;34.3026;
19.7117;-0.0981807;34.2987;
19.7217;-0.0981807;34.3026;
19.7317;-0.0981807;34.2987;
19.7417;-0.0981807;34.3025;
19.7517;-0.0981807;34.2988;
19.7617;-0.0981807;34.3025;
19.7717;-0.0981807;34.2988;
19.7817;-0.0981807;34.3024;
19.7917;-0.0981807;34.2989;
19.8017;-0.0981807;34.3024;
19.8117;-0.0981807;34.2989;
19.8217;-0.0981807;34.3023;
19.8317;-0.0981807;34.299;
19.8417;-0.0981807;34.3022;
19.8517;-0.0981807;34.2991;
19.8617;-0.0981807;34.3021;
19.8717;-0.0981807;34.2992;
19.8817;-0.0981807;34.302;
19.8917;-0.0981807;34.2993;
19.9017;-0.0981807;34.3019;
19.9117;-0.0981807;34.2994;
19.9217;-0.0981807;34.3018;
19.9317;-0.0981807;34.2995;
19.9417;-0.0981807;34.3017;
19.9517;-0.0981807;34.2996;
19.9617;-0.0981807;34.3016;
19.9717;-0.0981807;34.2997;
19.9817;-0.0981807;34.3014;
19.9917;-0.0981807;34.2998;
20.0017;-0.0981807;34.3013;
20.0117;-0.0981807;34.3;
20.0217;-0.0981807;34.3012;
20.0317;-0.0981807;34.3001;
20.0417;-0.0981807;34.3011;
20.0517;-0.0981807;34.3002;
20.0617;-0.0981807;34.3009;
20.0717;-0.0981807;34.3004;
20.0817;-0.0981807;34.3008;
20.0917;-0.0981807;34.3005;
20.1017;-0.0981807;34.3007;
20.1117;-0.0981807;34.3006;
20.1217;-0.0981807;34.3005;
20.1317;-0.0981807;34.3007;
20.1417;-0.0981807;34.3004;
20.1517;-0.0981807;34.3009;
20.1617;-0.0981807;34.3003;
20.1717;-0.0981807;34.301;
20.1817;-0.0981807;34.3001;
20.1917;-0.0981807;34.3011;
20.2017;-0.0981807;34.3;
20.2117;-0.0981807;34.3013;
20.2217;-0.0981807;34.2999;
20.2317;-0.0981807;34.3014;
20.2417;-0.0981807;34.2998;
20.2517;-0.0981807;34.3015;
20.2617;-0.0981807;34.2997;
20.2717;-0.0981807;34.3016;
20.2817;-0.0981807;34.2996;
20.2917;-0.0981807;34.3017;
20.3017;-0.0981807;34.2995;
20.3117;-0.0981807;34.3018;
20.3217;-0.0981807;34.2994;
20.3317;-0.0981807;34.3019;
20.3417;-0.0981807;34.2993;
20.3517;-0.0981807;34.302;
20.3617;-0.0981807;34.2992;
20.3717;-0.0981807;34.3021;
20.3817;-0.0981807;34.2991;
20.3917;-0.0981807;34.3022;
20.4017;-0.0981807;34.299;
20.4117;-0.0981807;34.3023;
20.4217;-0.0981807;34.299;
20.4317;-0.0981807;34.3023;
20.4417;-0.0981807;34.2989;
20.4517;-0.0981807;34.3024;
20.4617;-0.0981807;34.2989;
20.4717;-0.0981807;34.3024;
20.4817;-0.0981807;34.2988;
20.4917;-0.0981807;34.3025;
20.5017;-0.0981807;34.2988;
20.5117;-0.0981807;34.3025;
20.5217;-0.0981807;34.2988;
20.5317;-0.0981807;34.3025;
20.5417;-0.0981807;34.2988;
20.5517;-0.0981807;34.3025;
20.5617;-0.0981807;34.2988;
20.5717;-0.0981807;34.3025;
20.5817;-0.0981807;34.2988;
20.5917;-0.0981807;34.3025;
20.6017;-0.0981807;34.2988;
20.6117;-0.0981807;34.3025;
20.6217;-0.0981807;34.2988;
20.6317;-0.0981807;34.3025;
20.6417;-0.0981807;34.2988;
20.6517;-0.0981807;34.3024;
20.6617;-0.0981807;34.2989;
20.6717;-0.0981807;34.3024;
20.6817;-0.0981807;34.2989;
20.6917;-0.0981807;34.3023;
20.7017;-0.0981807;34.299;
20.7117;-0.0981807;34.3023;
20.7217;-0.0981807;34.299;
20.7317;-0.0981807;34.3022;
20.7417;-0.0981807;34.2991;
20.7517;-0.0981807;34.3021;
20.7617;-0.0981807;34.2992;
20.7717;-0.0981807;34.302;
20.7817;-0.0981807;34.2993;
20.7917;-0.0981807;34.3019;
20.8017;-0.0981807;34.2994;
20.8117;-0.0981807;34.3018;
20.8217;-0.0981807;34.2994;
20.8317;-0.0981807;34.3017;
20.8417;-0.0981807;34.2995;
20.8517;-0.0981807;34.3016;
20.8617;-0.0981807;34.2996;
20.8717;-0.0981807;34.3015;
20.8817;-0.0981807;34.2998;
20.8917;-0.0981807;34.3014;
20.9017;-0.0981807;34.2999;
20.9117;-0.0981807;34.3013;
20.9217;-0.0981807;34.3;
20.9317;-0.0981807;34.3012;
20.9417;-0.0981807;34.3001;
20.9517;-0.0981807;34.301;
20.9617;-0.0981807;34.3002;
20.9717;-0.0981807;34.3009;
20.9817;-0.0981807;34.3003;
20.9917;-0.0981807;34.3008;
21.0017;-0.0981807;34.3005;
21.0117;-0.0981807;34.3007;
21.0217;-0.0981807;34.3006;
21.0317;-0.0981807;34.3005;
21.0417;-0.0981807;34.3007;
21.0517;-0.0981807;34.3004;
21.0617;-0.0981807;34.3008;
21.0717;-0.0981807;34.3003;
21.0817;-0.0981807;34.301;
21.0917;-0.0981807;34.3002;
21.1017;-0.0981807;34.3011;
21.1117;-0.0981807;34.3001;
21.1217;-0.0981807;34.3012;
21.1317;-0.0981807;34.2999;
21.1417;-0.0981807;34.3013;
21.1517;-0.0981807;34.2998;
21.1617;-0.0981807;34.3014;
21.1717;-0.0981807;34.2997;
21.1817;-0.0981807;34.3015;
21.1917;-0.0981807;34.2996;
21.2017;-0.0981807;34.3016;
21.2117;-0.0981807;34.2995;
21.2217;-0.0981807;34.3017;
21.2317;-0.0981807;34.2994;
21.2417;-0.0981807;34.3018;
21.2517;-0.0981807;34.2994;
21.2617;-0.0981807;34.3019;
21.2717;-0.0981807;34.2993;
21.2817;-0.0981807;34.302;
21.2917;-0.0981807;34.2992;
21.3017;-0.0981807;34.3021;
21.3117;-0.0981807;34.2991;
21.3217;-0.0981807;34.3022;
21.3317;-0.0981807;34.2991;
21.3417;-0.0981807;34.3022;
21.3517;-0.0981807;34.299;
21.3617;-0.0981807;34.3023;
21.3717;-0.0981807;34.299;
21.3817;-0.0981807;34.3023;
21.3917;-0.0981807;34.2989;
21.4017;-0.0981807;34.3024;
21.4117;-0.0981807;34.2989;
21.4217;-0.0981807;34.3024;
21.4317;-0.0981807;34.2989;
21.4417;-0.0981807;34.3024;
21.4517;-0.0981807;34.2989;
21.4617;-0.0981807;34.3024;
21.4717;-0.0981807;34.2989;
21.4817;-0.0981807;34.3024;
21.4917;-0.0981807;34.2989;
21.5017;-0.0981807;34.3024;
21.5117;-0.0981807;34.2989;
21.5217;-0.0981807;34.3024;
21.5317;-0.0981807;34.2989;
21.5417;-0.0981807;34.3024;
21.5517;-0.0981807;34.2989;
21.5617;-0.0981807;34.3023;
21.5717;-0.0981807;34.299;
21.5817;-0.0981807;34.3023;
21.5917;-0.0981807;34.299;
21.6017;-0.0981807;34.3023;
21.6117;-0.0981807;34.299;
21.6217;-0.0981807;34.3022;
21.6317;-0.0981807;34.2991;
21.6417;-0.0981807;34.3021;
21.6517;-0.0981807;34.2992;
21.6617;-0.0981807;34.3021;
21.6717;-0.0981807;34.2992;
21.6817;-0.0981807;34.302;
21.6917;-0.0981807;34.2993;
21.7017;-0.0981807;34.3019;
21.7117;-0.0981807;34.2994;
21.7217;-0.0981807;34.3018;
21.7317;-0.0981807;34.2995;
21.7417;-0.0981807;34.3017;
21.7517;-0.0981807;34.2996;
21.7617;-0.0981807;34.3016;
21.7717;-0.0981807;34.2997;
21.7817;-0.0981807;34.3015;
21.7917;-0.0981807;34.2998;
21.8017;-0.0981807;34.3014;
21.8117;-0.0981807;34.2999;
21.8217;-0.0981807;34.3013;
21.8317;-0.0981807;34.3;
21.8417;-0.0981807;34.3012;
21.8517;-0.0981807;34.3001;
21.8617;-0.0981807;34.301;
21.8717;-0.0981807;34.3002;
21.8817;-0.0981807;34.3009;
21.8917;-0.0981807;34.3003;
21.9017;-0.0981807;34.3008;
21.9117;-0.0981807;34.3005;
21.9217;-0.0981807;34.3007;
21.9317;-0.0981807;34.3006;
21.9417;-0.0981807;34.3006;
21.9517;-0.0981807;34.3007;
21.9617;-0.0981807;34.3004;
21.9717;-0.0981807;34.3008;
21.9817;-0.0981807;34.3003;
21.9917;-0.0981807;34.3009;
22.0017;-0.0981807;34.3002;
22.0117;-0.0981807;34.3011;
22.0217;-0.0981807;34.3001;
22.0317;-0.0981807;34.3012;
22.0417;-0.0981807;34.3;
22.0517;-0.0981807;34.3013;
22.0617;-0.0981807;34.2999;
22.0717;-0.0981807;34.3014;
22.0817;-0.0981807;34.2998;
22.0917;-0.0981807;34.3015;
22.1017;-0.0981807;34.2997;
22.1117;-0.0981807;34.3016;
22.1217;-0.0981807;34.2996;
22.1317;-0.0981807;34.3017;
22.1417;-0.0981807;34.2995;
22.1517;-0.0981807;34.3018;
22.1617;-0.0981807;34.2994;
22.1717;-0.0981807;34.3019;
22.1817;-0.0981807;34.2993;
22.1917;-0.0981807;34.3019;
22.2017;-0.0981807;34.2993;
22.2117;-0.0981807;34.302;
22.2217;-0.0981807;34.2992;
22.2317;-0.0981807;34.3021;
22.2417;-0.0981807;34.2991;
22.2517;-0.0981807;34.3021;
22.2617;-0.0981807;34.2991;
22.2717;-0.0981807;34.3022;
22.2817;-0.0981807;34.299;
22.2917;-0.0981807;34.3022;
22.3017;-0.0981807;34.299;
22.3117;-0.0981807;34.3023;
22.3217;-0.0981807;34.299;
22.3317;-0.0981807;34.3023;
22.3417;-0.0981807;34.299;
22.3517;-0.0981807;34.3023;
22.3617;-0.0981807;34.2989;
22.3717;-0.0981807;34.3023;
22.3817;-0.0981807;34.2989;
22.3917;-0.0981807;34.3023;
22.4017;-0.0981807;34.2989;
22.4117;-0.0981807;34.3023;
22.4217;-0.0981807;34.2989;
22.4317;-0.0981807;34.3023;
22.4417;-0.0981807;34.299;
22.4517;-0.0981807;34.3023;
22.4617;-0.0981807;34.299;
22.4717;-0.0981807;34.3023;
22.4817;-0.0981807;34.299;
22.4917;-0.0981807;34.3022;
22.5017;-0.0981807;34.2991;
22.5117;-0.0981807;34.3022;
22.5217;-0.0981807;34.2991;
22.5317;-0.0981807;34.3021;
22.5417;-0.0981807;34.2992;
22.5517;-0.0981807;34.3021;
22.5617;-0.0981807;34.2992;
22.5717;-0.0981807;34.302;
22.5817;-0.0981807;34.2993;
22.5917;-0.0981807;34.3019;
22.6017;-0.0981807;34.2994;
22.6117;-0.0981807;34.3019;
22.6217;-0.0981807;34.2994;
22.6317;-0.0981807;34.3018;
22.6417;-0.0981807;34.2995;
22.6517;-0.0981807;34.3017;
22.6617;-0.0981807;34.2996;
22.6717;-0.0981807;34.3016;
22.6817;-0.0981807;34.2997;
22.6917;-0.0981807;34.3015;
22.7017;-0.0981807;34.2998;
22.7117;-0.0981807;34.3014;
22.7217;-0.0981807;34.2999;
22.7317;-0.0981807;34.3013;
22.7417;-0.0981807;34.3;
22.7517;-0.0981807;34.3012;
22.7617;-0.0981807;34.3001;
22.7717;-0.0981807;34.301;
22.7817;-0.0981807;34.3002;
22.7917;-0.0981807;34.3009;
22.8017;-0.0981807;34.3003;
22.8117;-0.0981807;34.3008;
22.8217;-0.0981807;34.3004;
22.8317;-0.0981807;34.3007;
22.8417;-0.0981807;34.3006;
22.8517;-0.0981807;34.3006;
22.8617;-0.0981807;34.3007;
22.8717;-0.0981807;34.3005;
22.8817;-0.0981807;34.3008;
22.8917;-0.0981807;34.3004;
22.9017;-0.0981807;34.3009;
22.9117;-0.0981807;34.3003;
22.9217;-0.0981807;34.301;
22.9317;-0.0981807;34.3002;
22.9417;-0.0981807;34.3011;
22.9517;-0.0981807;34.3001;
22.9617;-0.0981807;34.3012;
22.9717;-0.0981807;34.2999;
22.9817;-0.0981807;34.3013;
22.9917;-0.0981807;34.2999;
23.0017;-0.0981807;34.3014;
23.0117;-0.0981807;34.2998;
23.0217;-0.0981807;34.3015;
23.0317;-0.0981807;34.2997;
23.0417;-0.0981807;34.3016;
23.0517;-0.0981807;34.2996;
23.0617;-0.0981807;34.3017;
23.0717;-0.0981807;34.2995;
23.0817;-0.0981807;34.3018;
23.0917;-0.0981807;34.2994;
23.1017;-0.0981807;34.3018;
23.1117;-0.0981807;34.2994;
23.1217;-0.0981807;34.3019;
23.1317;-0.0981807;34.2993;
23.1417;-0.0981807;34.302;
23.1517;-0.0981807;34.2992;
23.1617;-0.0981807;34.302;
23.1717;-0.0981807;34.2992;
23.1817;-0.0981807;34.3021;
23.1917;-0.0981807;34.2991;
23.2017;-0.0981807;34.3021;
23.2117;-0.0981807;34.2991;
23.2217;-0.0981807;34.3022;
23.2317;-0.0981807;34.2991;
23.2417;-0.0981807;34.3022;
23.2517;-0.0981807;34.299;
23.2617;-0.0981807;34.3022;
23.2717;-0.0981807;34.299;
23.2817;-0.0981807;34.3022;
23.2917;-0.0981807;34.299;
23.3017;-0.0981807;34.3023;
23.3117;-0.0981807;34.299;
23.3217;-0.0981807;34.3023;
23.3317;-0.0981807;34.299;
23.3417;-0.0981807;34.3022;
23.3517;-0.0981807;34.299;
23.3617;-0.0981807;34.3022;
23.3717;-0.0981807;34.299;
23.3817;-0.0981807;34.3022;
23.3917;-0.0981807;34.2991;
23.4017;-0.0981807;34.3022;
23.4117;-0.0981807;34.2991;
23.4217;-0.0981807;34.3021;
23.4317;-0.0981807;34.2991;
23.4417;-0.0981807;34.3021;
23.4517;-0.0981807;34.2992;
23.4617;-0.0981807;34.302;
23.4717;-0.0981807;34.2992;
23.4817;-0.0981807;34.302;
23.4917;-0.0981807;34.2993;
23.5017;-0.0981807;34.3019;
23.5117;-0.0981807;34.2994;
23.5217;-0.0981807;34.3018;
23.5317;-0.0981807;34.2994;
23.5417;-0.0981807;34.3018;
23.5517;-0.0981807;34.2995;
23.5617;-0.0981807;34.3017;
23.5717;-0.0981807;34.2996;
23.5817;-0.0981807;34.3016;
23.5917;-0.0981807;34.2997;
23.6017;-0.0981807;34.3015;
23.6117;-0.0981807;34.2998;
23.6217;-0.0981807;34.3014;
23.6317;-0.0981807;34.2999;
23.6417;-0.0981807;34.3013;
23.6517;-0.0981807;34.3;
23.6617;-0.0981807;34.3012;
23.6717;-0.0981807;34.3001;
